date,fund_id,asset_family,method,daily_return,growth_of_1,drawdown
2021-01-27,combined_equal_weight,combined,equal_weight,-0.033718246278866056,0.9961070102372576,-0.06997479321762323
2021-01-27,combined_max_sharpe,combined,max_sharpe,-0.059175226334564845,1.054710423882691,-0.16659700066306327
2021-01-27,combined_min_variance,combined,min_variance,-0.021437896773782453,1.0039171494143977,-0.029981984453193444
2021-01-27,combined_risk_parity,combined,risk_parity,-0.03076776589781615,0.9969697828138782,-0.05439114224774877
2021-01-27,crypto_equal_weight,crypto,equal_weight,-0.0767937036245568,1.2697399770088227,-0.1985120202102203
2021-01-27,crypto_max_sharpe,crypto,max_sharpe,-0.07407425350235498,1.3415906988658055,-0.1374104526822748
2021-01-27,crypto_min_variance,crypto,min_variance,-0.06416268416995954,1.0378772908407319,-0.24476380479884685
2021-01-27,crypto_risk_parity,crypto,risk_parity,-0.0758844472833187,1.2557487443812556,-0.19903585966734394
2021-01-27,equity_equal_weight,equity,equal_weight,-0.02567278210963495,1.0078649726180295,-0.04024275106749797
2021-01-27,equity_max_sharpe,equity,max_sharpe,-0.04162114793714821,0.9532731329374577,-0.06192925737346222
2021-01-27,equity_min_variance,equity,min_variance,-0.021437884212165793,1.0039171607161599,-0.029981962496322123
2021-01-27,equity_risk_parity,equity,risk_parity,-0.02524572659007892,1.0050142601280851,-0.035553692275579585
2021-01-28,combined_equal_weight,combined,equal_weight,0.02468662839777535,1.0206975338434037,-0.04701560653722259
2021-01-28,combined_max_sharpe,combined,max_sharpe,0.08948796504117268,1.1490943134236655,-0.09201746219319107
2021-01-28,combined_min_variance,combined,min_variance,0.000463543729208362,1.0043825089136535,-0.029532338684867487
2021-01-28,combined_risk_parity,combined,risk_parity,0.01915386898820734,1.0160656114190967,-0.03627907407227371
2021-01-28,crypto_equal_weight,crypto,equal_weight,0.10082005330590336,1.3977552291754887,-0.11770595936377393
2021-01-28,crypto_max_sharpe,crypto,max_sharpe,0.0857423900260714,1.4566218918233071,-0.06344996328374608
2021-01-28,crypto_min_variance,crypto,min_variance,0.0946637834179429,1.1361266819152802,-0.17327028918693366
2021-01-28,crypto_risk_parity,crypto,risk_parity,0.0998389772222199,1.381121414668367,-0.11906841910485688
2021-01-28,equity_equal_weight,equity,equal_weight,0.010413536908364763,1.0183604117090352,-0.03024828353266884
2021-01-28,equity_max_sharpe,equity,max_sharpe,0.02013040118977028,0.972462903546918,-0.04304551698000425
2021-01-28,equity_min_variance,equity,min_variance,0.0004635417883903016,1.004382518272234,-0.029532318600446916
2021-01-28,equity_risk_parity,equity,risk_parity,0.009144321589780317,1.0142044337250116,-0.02673448508167109
2021-01-29,combined_equal_weight,combined,equal_weight,-0.00785114478819076,1.01268388972025,-0.054497624991184934
2021-01-29,combined_max_sharpe,combined,max_sharpe,0.013147242949091316,1.1642017355336658,-0.08007999517511244
2021-01-29,combined_min_variance,combined,min_variance,-0.0103147780360967,0.9940225262708713,-0.03954249720254299
2021-01-29,combined_risk_parity,combined,risk_parity,-0.007638595996115244,1.0083042967079203,-0.043640548878437824
2021-01-29,crypto_equal_weight,crypto,equal_weight,0.025187945870603294,1.4329618122283134,-0.09548278482627293
2021-01-29,crypto_max_sharpe,crypto,max_sharpe,0.02712099787524185,1.4961269310564778,-0.0380497917279069
2021-01-29,crypto_min_variance,crypto,min_variance,0.03219141354901969,1.1727002057768907,-0.1466566911728886
