date,sentiment,n_tickers,n_headlines,index_0_100,standardised_sentiment,news_available,model
2020-12-28,0.19623334012392835,34,115,59.81166700619642,1.6340926819943238,True,vader_finance_enhanced
2020-12-29,0.04879406378600824,27,84,52.43970318930041,-1.5906348878537202,True,vader_finance_enhanced
2020-12-30,0.14589500000000002,31,61,57.29475000000001,0.5331144538729582,True,vader_finance_enhanced
2020-12-31,0.22519500821018062,29,84,61.25975041050903,2.267529659346782,True,vader_finance_enhanced
2021-01-04,0.13697607407407408,30,115,56.84880370370371,0.3380435945935928,True,vader_finance_enhanced
2021-01-05,0.1335502923976608,38,108,56.67751461988304,0.2631163913774652,True,vader_finance_enhanced
2021-01-06,0.12511659370199693,31,104,56.25582968509985,0.078658210523629,True,vader_finance_enhanced
2021-01-07,0.05016042471042471,37,97,52.50802123552124,-1.5607504374361107,True,vader_finance_enhanced
2021-01-08,0.09220780257936508,32,83,54.610390128968255,-0.6411085209699376,True,vader_finance_enhanced
2021-01-11,0.1515336567217002,39,138,57.57668283608501,0.6564406952857355,True,vader_finance_enhanced
2021-01-12,0.09913223905723907,33,116,54.956611952861955,-0.4896602653186799,True,vader_finance_enhanced
2021-01-13,0.13805141362809348,33,121,56.902570681404676,0.3615629524806105,True,vader_finance_enhanced
2021-01-14,0.08481031198686372,29,91,54.24051559934318,-0.8029032099689327,True,vader_finance_enhanced
2021-01-15,0.16631348915790092,34,123,58.31567445789505,0.9796987464546485,True,vader_finance_enhanced
2021-01-19,0.07659766537727838,38,181,53.829883268863924,-0.9825266359728051,True,vader_finance_enhanced
2021-01-20,0.08063875901875901,33,101,54.031937950937944,-0.894141597727276,True,vader_finance_enhanced
2021-01-21,0.0007226562499999993,32,81,50.0361328125,-2.642031754774572,True,vader_finance_enhanced
2021-01-22,0.10076505952380953,28,87,55.03825297619047,-0.45394792796907174,True,vader_finance_enhanced
2021-01-25,0.14156377976190476,40,167,57.078188988095235,0.438383893198893,True,vader_finance_enhanced
2021-01-26,0.15246108185354484,32,152,57.623054092677236,0.6767249334203215,True,vader_finance_enhanced
2021-01-27,0.15100478903946296,33,114,57.55023945197315,0.6448735319214549,True,vader_finance_enhanced
2021-01-28,0.12698460622710622,39,141,56.34923031135531,0.11951456603594995,True,vader_finance_enhanced
2021-01-29,0.058111333333333334,35,109,52.90556666666667,-1.3868516305613936,True,vader_finance_enhanced
2021-02-01,0.1782445858409883,41,139,58.91222929204941,1.2406504912549523,True,vader_finance_enhanced
